Address,FLAG,is_contract,scam_type
0x05584179486314536837e181d725e56560044bc7,scam,false,
0xc8b95ec4904f8090c1facb2e809fb1127b03bf28,scam,false,
0x4c6cdd82bf2b0627350bb660c2a18b2db8880ce1,scam,false,
0x2e02b825813f2040632d41dfd00fabf82df25eff,scam,false,
0xcbcd4b518890429c0ffef3d782ed99b3adff009b,scam,false,
0xab7ec7596fc05bc55afc07008cc06c1193ed6f9a,scam,false,
0x0a4392f623faf54de72cbf6f567e1a7808251cd3,scam,false,
0x0163617542f1e06c126349118483cacc5a1f4e9f,scam,false,
0x1eb7a252df111696e4919d32e270a9711db1584d,scam,false,
0x40e9d098b45ca26ce84512b7d0f0ec63a32835ed,scam,false,
0x11f9d6d25221eab84b6c5f62528c1f86000ea243,scam,false,
0x1e75f03ff928bca6c1692179679afc0223d7824f,scam,false,
0x972c4009871c7f0215536ca88277e018c4b41063,scam,false,
0xd2866cfc6136afeeaef74af16ff499a9d862dc2a,scam,false,
0xeeeeeeeeb3086c7b26b2027f1d42e83c36d49489,scam,false,
0xa46e49c298acbdc40067b453c7469182ae69890a,scam,false,
0xcf1e4c2899ed260dcc68da9bbd986d8ea1c740d9,scam,true,
0x60afc5761212ed59608b0559b4ccbaad24fc74b1,scam,false,
0x0f85f56b4b89d66e18656337f0e7c98499348302,scam,false,
0x0bb49c33e8d118472176168475c0d44bcdcbcb5d,scam,false,
0x2d58c77814eb7bfc1ee9b739cf580ca15e9ed543,scam,false,
0xc6df8e498facad626a82b7af3c9f5f9301e79fd6,scam,false,
0xa2f394e87374eb35a97452ff08141c7e0a63c3bc,scam,false,
0x41e40b666a093806551cb4891ad687778ce74bc8,scam,false,
0x9aeeb96044d3eb81f1fac7f81e2a5cf89cf31ee6,scam,true,
0xd81021258fb2134aa5da414a8f13d3a15967e502,scam,false,
0x2bbe1297d729bc7f7558afb43404f0f0a544d206,scam,false,
0xc5404f0043cced5ebf1f0af90259428349cd6961,scam,false,
0x97f69ebf1f307425ef23017b3855d02b768c0ce4,scam,false,
0x9ee17fb04ea22394fa28292c04dadb46b8355f23,scam,false,
0xe74634bc44cc9d2132e52d34d571ab5071d09016,scam,false,
0x609e209846e3cd2363905df9fd85cb4b47a0755e,scam,true,
0x4a7d4264291d6bee4d4ee3eb01006445e19ef366,scam,false,
0x2e2756a267193f79c59322924184fc9299af9a34,scam,false,
0x245dac79af38fdb717c7b5a04940f618c52c9d6b,scam,false,
0xf62960f4b886ff538eccd07ad2d3bfa69df956bc,scam,false,
0x7fb4171497025872789d868685e8ea018e58f8bc,scam,false,
0x8b4ddc3f8b5cf022fcf5ea86203416bb7ae3f53b,scam,false,
0x6fe2ee963643ac7e480aacafefddb3683e38fcf9,scam,false,
0x062263af47ffa76f1b4b5c3aa0ef2b62ade436ea,scam,false,
0x7df0b4cb5cec3e7aa7575928cbd47c4822369f69,scam,false,
0x153084214680f1cbacb2a940e1bae3b2c8772586,scam,false,
0xd8db936e060ad8a4d1a435289a8ad1be05b22878,scam,false,
0x563eb767e9b5e3250ae0a6de4b9d3f7e78323c28,scam,false,
0x5f856630adbc27c0f5bc1de1961d4f0fb1805a29,scam,true,
0xd71bfdfd1cf3f6c1dbb1040ef08cf7b067f9165f,scam,false,
0x5e6a54efabed6fedee98d3de3e9117d18ab41554,scam,false,
0x03563a50e43a6841a56500071440549def71c98d,scam,false,
0x992ffeb48c4f754f5a45931663f300942e24fd11,scam,false,
0xf23402d18e1518a5a4bf59955d0d56b84d997c93,scam,false,
0x5f5729010c873232f0ef6a68dca7455cc11de0e2,scam,true,
0x5b7fe67e46b901272c449e5015550447666247fc,scam,false,
0x4fab53d922e393d8c2e49ceecc685abef3fa505c,scam,false,
0xdf5f1c927e639e3448726c269cd112da5f1d4ef3,scam,true,
0x0e2fc0b302bde3110858cd882cfc9690e67e2d13,scam,false,
0xa0b1cad95ba6404a667efa72c02a66f88228728d,scam,false,
0x4629d55f31080b7289b5e8bab19a3eb6ae8250a9,scam,false,
0x54de06d1a4d9b2bb63d5836ec3159393f860b121,scam,false,
0xee15df2228b5cbcc01952be0861cf57ba10f4957,scam,false,
0xb80db67828f44318aacb796c686d30d9d3f81e75,scam,false,
0x49c5cd3b1ad9718db6e275b1b3d81c459cb59a6a,scam,true,
0xd4fe65424fc63932a19299ea0c9534b685f80238,scam,false,
0x456c3dacfd9dd7e0c5caf2348a0afbfb60231075,scam,false,
0xd330465e03643112907b96a08bb4ed601d81f95f,scam,false,
0x44663dd0a72674b7fa46b54e191e0f8ddaee17c1,scam,false,
0x5d1d3a505df4013978e71a2046449930b26a343a,scam,false,
0xb3b44bbef5ce72459129dd6f5ae9cce9a7edbac2,scam,false,
0x2c17454b0b0e253313449b962e02bd3ddce9d4bc,scam,false,
0x75473b936ebc576693f62d04a7d5089f3a714d1f,scam,false,
0xe02fd855abdb38e661f9f641947c82501e2f77e5,scam,false,
0x7b977b8980b17b6f6249d3c3547cbe955aad2108,scam,false,
0x071cf579507dd0661845694f709e68cf7ea506a4,scam,false,
0x250486b8f0264b1fe65aa5d7e05986723e492e0d,scam,false,
0x99cbf3ffaaad92172ee2e82937a3aa25d28d2bab,scam,false,
0x8fbe8655315d6b9ee32fe507db41825ae5b1e770,scam,false,
0xe90e5517f4846ed5e1e0aa386dd99184b56ec740,scam,false,
0x55ae9d9b872faff25c7804a3e78c7ebdac47cdc9,scam,false,
0x0da4eb121142879db7cb4bca6693c94154d07339,scam,true,
0xc045ea08ad10d23d8bb4d7a84e9351dee3614dfc,scam,false,
0x4f043b470eef891527f81481fc2d348b8affc7d7,scam,false,
0xa2ba68c42e53ede6ebcfd0d413b83457e2dbffc9,scam,false,
0xa8a0b692b3e4b7aee3fcbec9589326d4bbdf5c7f,scam,false,
0x64ac294a477332bba968f790ffa089647bb762a1,scam,false,
0x624c8168212953aac5eeeefaa81d4e421440bec3,scam,false,
0xa213344262535d3ea5efeaa7f7cf74e792da6258,scam,false,
0x8f3b2406f87f11ac30bbe462badef1588b2cbfe7,scam,false,
0x66e057e55571ce60bd920dd4355054fa93e37212,scam,false,
0x88620c720523c822adcdc1d5484915fcd85baf73,scam,false,
0x8acf2c07847b18877a1390b44bde5a928c2504b3,scam,false,
0x2299c90980777bb9ebf2d8d58a92cb3ab7f7faa0,scam,false,
0x5813eed7adb205f28dd9a6fdccfafc6fbd7b14bf,scam,false,
0xe256a2032d790b1b83d46a1f87360e8de82d0378,scam,false,
0x1792e2914b2ba25b507ba11aa7e4d1c0a99bb20e,scam,false,
0xcaf1285c4536a0230f6bfbbb7c31cfca696dd76d,scam,false,
0x9f87448998c60b9ff31d0b38e2c31eb2d894b336,scam,false,
0x715c86f62e9e0e3aa755156372dc2624669edce9,scam,false,
0xa3ee246232ebd99ec9a07851116f9f67380c5e6f,scam,false,
0x4622fbe791ab00c6aa0a8cc3184c954fd4cb78f7,scam,false,
0xe452174d5c58900b48dba5f0649611122c213cb6,scam,false,
0x2cb38e268265cb443fd04960452ef30cd048b9f6,scam,false,
0x612ab75c92b19d06774aa5fa75697a1ae94bef97,scam,false,
0xa0fc95d1775e5cf03e084ffbda359c64f8a35f59,scam,false,
0x1c3e61c8825bf58303b1ac3350843faa01de22bd,scam,true,
